2001445	李立昌	网络工程195	30.5	97	71	99	13
2001446	王瑞航	网络工程195	29.5	57	75	61	49.5
2001447	郑慧寒	网络工程195	60.5	63.5	92	94	83.5
2001448	杨姝	网络工程195	65	48	75.5	86	78
2001449	官洁豪	网络工程195	45	63.5	75.5	93.5	82.5
2001450	陈永轩	网络工程195	38.5	26	74	94	72.5
2001451	张菲佳	网络工程195	70	71.5	58	59.5	38.5
2001452	张燕	网络工程195	71	91	65.5	76.5	92.5
2001453	张致云	网络工程195	56	67	66	40	84
2001454	王圆	网络工程195	56	74	82	75	87.5
2001455	刘晓龙	网络工程195	87.5	51.5	69.5	93	98
2001456	董晓清	网络工程195	88.5	47.5	76.5	95	34.5
2001457	花小	网络工程195	24.5	80.5	57.5	84.5	74
2001458	秦明洁	网络工程195	29.5	66.5	67	52.5	62.5
2001459	赵润	网络工程195	79	56	99	98.5	63
2001460	孟优芳	网络工程195	73.5	83.5	69.5	87	71
2001461	高晓如	网络工程195	82.5	50	94	77.5	77
2001462	胡鑫鑫	网络工程195	57.5	83	33	100	65
2001463	张晗云	网络工程195	48	57.5	98	85	56.5
2001464	任梦	网络工程195	82	91	35.5	12.5	13
2001465	居新慧	网络工程195	72.5	74	59.5	6.5	49.5
2001466	王沥	网络工程195	56.5	65.5	74	43.5	83.5
2001467	马文强	网络工程195	64	40.5	58.5	57.5	78
2001468	吕静	网络工程195	64	56.5	74	33.5	82.5
2001469	董子	网络工程195	22	65	74.5	91	72.5
2001470	徐梵祥	网络工程195	97	81	100	74.5	38.5
2001471	姜庆潼	网络工程195	66.5	89.5	34.5	35.5	92.5
2001472	刘萍萦	网络工程195	47	56	95	58	84
2001473	刘昕璇	网络工程195	87.5	89	59	43	87.5
2001474	张小	网络工程195	55	75	91	77.5	98
2001475	张晓凯	网络工程195	82.5	64.5	100	76.5	34.5
2001476	高春欣	网络工程195	91	71	35.5	52	74
2001477	邹函	网络工程195	57.5	66.5	83.5	68	62.5
2001478	薛丹飞	网络工程196	40	30.5	43	76.5	63
2001479	耿清圣	网络工程196	72.5	73.5	80.5	42.5	71
2001480	公洁东	网络工程196	79.5	80.5	50	79	77
2001481	赵凡旭	网络工程196	71.5	72.5	92	59.5	65
2001482	桑良瑜	网络工程196	79.5	80.5	83	100	56.5
2001483	李晓	网络工程196	49	50	86	78.5	13
2001484	史焕冉	网络工程196	80	49.5	92	46	49.5
2001485	张明之	网络工程196	73	35.5	68.5	61.5	83.5
2001486	张琪森	网络工程196	96.5	81.5	83.5	75	78
2001487	孙琦远	网络工程196	47.5	73.5	76	94	82.5
2001488	朱濡娟	网络工程196	38	67	42	50	72.5
2001489	李金	网络工程196	71.5	60	67	43	38.5
2001490	王雪林	网络工程196	66	83.5	91.5	59.5	92.5
2001491	王硕英	网络工程196	63.5	73	58.5	83	84
2001492	李明荣	网络工程196	81.5	91	99	84	87.5
2001493	王珑欣	网络工程196	92.5	92.5	77.5	70	98
2001494	梁英婧	网络工程196	50.5	74.5	86	85.5	34.5
2001495	刘伟成	网络工程196	64	50	52.5	80.5	74
2001496	殷晓	网络工程196	83	88	74	87	62.5
2001497	刘相	网络工程196	63.5	65.5	43	60	63
2001498	赵智珠	网络工程196	79.5	57.5	66	58.5	71
2001499	张明	网络工程196	88	65.5	61.5	42.5	77
2001500	苗家轩	网络工程196	65.5	73.5	83.5	50	65
2001501	黄梓豪	网络工程196	96.5	82	99	100	56.5
2001502	田京丽	网络工程196	89.5	98	61	62	13
2001503	张宁钰	网络工程196	24.5	68	94	52.5	49.5
2001504	何跃宇	网络工程196	99	57	86	75	83.5
2001505	陈涛霞	网络工程196	26	66.5	93.5	70	78
2001506	郑玉钰	网络工程196	33	49	94	77	82.5
2001507	武玉	网络工程196	97	71	59.5	79	72.5
2001508	刘衍之	网络工程196	57	75	76.5	85	38.5
2001509	张长卿	网络工程196	63.5	92	40	35.5	92.5
2001510	韩明纪	网络工程196	48	75.5	75	68	84
2001511	袁树琳	网络工程196	63.5	75.5	93	84.5	87.5
2001512	何雅超	网络工程196	26	74	95	12.5	98
2001513	李加盈	网络工程196	71.5	58	84.5	68.5	34.5
2001514	解振源	网络工程196	91	65.5	52.5	78	74
2001515	胡涵铄	网络工程196	67	66	98.5	60	62.5
2001516	李韵	网络工程196	74	82	87	86	63
2001517	谢跃淇	网络工程196	51.5	69.5	77.5	26.5	71
2001518	陈向	网络工程196	47.5	76.5	100	76.5	77
2001519	凌晓雪	网络工程196	80.5	57.5	85	18.5	65
2001520	张敏峰	网络工程196	66.5	67	12.5	92.5	56.5
2001521	王凯宇	网络工程196	56	99	6.5	46	13
2001522	李阳	网络工程196	83.5	69.5	43.5	76.5	49.5
2001523	孙惠	网络工程196	50	94	57.5	50	83.5
2001524	赵承瑶	网络工程196	83	33	33.5	78.5	78
2001525	颜铭清	网络工程196	57.5	98	91	70.5	82.5
2001526	王春玮	网络工程196	91	35.5	74.5	46.5	72.5
2001527	闫嘉文	网络工程196	74	59.5	35.5	35.5	38.5
2001528	能妤虎	网络工程197	65.5	74	58	34	92.5
2001529	李子阳	网络工程197	40.5	58.5	43	57	84
2001530	赵萍艳	网络工程197	56.5	74	77.5	61	87.5
2001531	李晓雪	网络工程197	65	74.5	76.5	94	98
2001532	李培毓	网络工程197	81	100	52	69	34.5
2001533	孟美慧	网络工程197	89.5	34.5	68	60	74
2001534	吴浩	网络工程197	56	95	76.5	46.5	62.5
2001535	李心铭	网络工程197	89	59	42.5	49.5	63
2001536	刘淑萍	网络工程197	75	91	79	77.5	71
2001537	何悦	网络工程197	64.5	100	59.5	61.5	77
2001538	刘怀莹	网络工程197	71	35.5	100	97	65
2001539	李龙晗	网络工程197	66.5	83.5	78.5	95	56.5
2001540	牛晓麟	网络工程197	30.5	43	46	71.5	13
2001541	牛振	网络工程197	73.5	80.5	61.5	36.5	49.5
2001542	王雅怡	网络工程197	80.5	50	75	34.5	83.5
2001543	郑士	网络工程197	72.5	92	94	99	78
2001544	刘亲华	网络工程197	80.5	83	50	78.5	82.5
2001545	杨政雨	网络工程197	50	86	43	70	72.5
2001546	陈心寒	网络工程197	49.5	92	59.5	52.5	38.5
2001547	崔尊乐	网络工程197	35.5	68.5	83	74.5	92.5
2001548	刘泳琳	网络工程197	81.5	83.5	84	63	84
2001549	钟玉超	网络工程197	73.5	76	70	53.5	87.5
2001550	李悦凤	网络工程197	67	42	85.5	87	98
2001551	云佳	网络工程197	60	67	80.5	70	34.5
2001552	莫一琳	网络工程197	83.5	91.5	87	61.5	74
2001553	聂小池	网络工程197	73	58.5	60	50	62.5
2001554	朱涵磊	网络工程197	91	99	58.5	90	63
2001555	刘鹏畅	网络工程197	92.5	77.5	42.5	53	71
2001556	刘娅	网络工程197	74.5	86	50	72.5	77
2001557	高子雪	网络工程197	50	52.5	100	79.5	65
2001558	张恒	网络工程197	88	74	62	45	56.5
2001559	陈子月	网络工程197	65.5	43	52.5	39	13
2001560	林茜月	网络工程197	57.5	66	75	38	49.5
2001561	徐洁云	网络工程197	65.5	61.5	70	94	83.5
2001562	刘洁昆	网络工程197	73.5	83.5	77	53.5	78
2001563	王艺	网络工程197	82	99	79	70	82.5
2001564	陈艳晓	网络工程197	98	61	85	69	72.5
2001565	武太月	网络工程197	68	94	35.5	72	38.5
2001566	王文	网络工程197	57	86	68	78	92.5
2001567	朱蕾	网络工程197	66.5	93.5	84.5	86.5	84
2001568	赵箫源	网络工程197	49	94	12.5	70.5	87.5
2001569	李莉琴	网络工程197	71	59.5	68.5	78	98
2001570	郑佳	网络工程197	75	76.5	78	73	34.5
2001571	王丽	网络工程197	92	40	60	45	74
2001572	张文	网络工程197	75.5	75	86	73	62.5
2001573	崔明	网络工程197	75.5	93	26.5	61	63
2001574	管慧	网络工程197	74	95	76.5	43.5	71
2001575	赵欣浩	网络工程197	58	84.5	18.5	96.5	77
2001576	公雪航	网络工程197	65.5	52.5	92.5	39	65
2001577	邹杰竞	网络工程197	66	98.5	46	96	56.5
2001578	李丽	网络工程198	82	87	76.5	47	13
2001579	李明旺	网络工程198	69.5	77.5	50	76	49.5
2001580	国文晓	网络工程198	76.5	100	78.5	87.5	83.5
2001581	闫一	网络工程198	57.5	85	70.5	79.5	78
2001582	李君	网络工程198	67	12.5	46.5	70.5	82.5
2001583	曹昊	网络工程198	99	6.5	35.5	62	72.5
2001584	陈金娇	网络工程198	69.5	43.5	34	62	38.5
2001585	管璐	网络工程198	94	57.5	57	70	92.5
2001586	潘国祥	网络工程198	33	33.5	61	73	84
2001587	孙圆梅	网络工程198	98	91	94	95	87.5
2001588	艾晓晨	网络工程198	35.5	74.5	69	22	98
2001589	全季璇	网络工程198	59.5	35.5	60	62	34.5
2001590	程梦宇	网络工程198	74	58	46.5	90	74
2001591	刘梦锦	网络工程198	58.5	43	49.5	63	62.5
2001592	杨雪梅	网络工程198	74	77.5	77.5	61	63
2001593	王增理	网络工程198	74.5	76.5	61.5	87	71
2001594	相烁乐	网络工程198	100	52	97	39	77
2001595	陈晓晴	网络工程198	34.5	68	95	84	65
2001596	贾晨	网络工程198	95	76.5	71.5	46	56.5
2001597	刘黎	网络工程198	59	42.5	36.5	96	13
2001598	王朝妮	网络工程198	91	79	34.5	48.5	49.5
2001599	孙一	网络工程198	100	59.5	99	63	83.5
2001600	唐优锦	网络工程198	35.5	100	78.5	97.5	78
2001601	刘燕飞	网络工程198	83.5	78.5	70	96	82.5
2001602	夏笑	网络工程198	43	46	52.5	69	72.5
2001603	宋芸	网络工程198	80.5	61.5	74.5	78.5	38.5
2001604	马云敏	网络工程198	50	75	63	60.5	92.5
2001605	王心雨	网络工程198	92	94	53.5	97.5	84
2001606	邵纪璇	网络工程198	83	50	87	47.5	87.5
2001607	公士婷	网络工程198	86	43	70	72	98
2001608	邰薛	网络工程198	92	59.5	61.5	77.5	34.5
2001609	张继秀	网络工程198	68.5	83	50	46	74
2001610	孙瑞隽	网络工程198	83.5	84	90	72	62.5
2001611	刘寒雨	网络工程198	76	70	53	83.5	63
2001612	孙盟翔	网络工程198	42	85.5	72.5	88	71
2001613	田源侠	网络工程198	67	80.5	79.5	29	77
2001614	刘向	网络工程198	91.5	87	45	76	65
2001615	牛文	网络工程198	58.5	60	39	70	56.5
2001616	庞淑	网络工程198	99	58.5	38	70.5	13
2001617	孙文龙	网络工程198	77.5	42.5	94	82	49.5
2001618	尤明羽	网络工程198	86	50	53.5	62	83.5
2001619	王丹文	网络工程198	52.5	100	70	94.5	78
2001620	陈露媛	网络工程198	74	62	69	72.5	82.5
2001621	瞿玉洁	网络工程198	43	52.5	72	73	72.5
2001622	赵辉年	网络工程198	66	75	78	39	38.5
2001623	杨祎莹	网络工程198	61.5	70	86.5	98	92.5
2001624	孙怀凤	网络工程198	83.5	77	70.5	71.5	84
2001625	郝珍瑾	网络工程198	99	79	78	39	87.5
2001626	刘超荣	网络工程198	61	85	73	38	98
2001627	郭芝丛	网络工程198	94	35.5	45	69	34.5
2001628	陆资	网络工程199	86	68	73	73	74
2001629	赵莹仪	网络工程199	93.5	84.5	61	56	62.5
2001630	郑步	网络工程199	94	12.5	43.5	86.5	63
2001631	王月瑶	网络工程199	59.5	68.5	96.5	71.5	71
2001632	高良韵	网络工程199	76.5	78	39	56	77
2001633	孟青洁	网络工程199	40	60	96	71.5	65
2001634	刘彦文	网络工程199	75	86	47	22	56.5
2001635	陆慧辰	网络工程199	93	26.5	76	43.5	13
2001636	高苏	网络工程199	95	76.5	87.5	62	49.5
2001637	孙荣	网络工程199	84.5	18.5	79.5	60.5	83.5
2001638	王巧超	网络工程199	52.5	92.5	70.5	64	78
2001639	管元玉	网络工程199	98.5	46	62	39	82.5
2001640	张佳雨	网络工程199	87	76.5	62	69	72.5
2001641	李亚	网络工程199	77.5	50	70	46	38.5
2001642	魏忠君	网络工程199	100	78.5	73	80.5	92.5
2001643	王悦	网络工程199	85	70.5	95	79.5	84
2001644	张恋	网络工程199	12.5	46.5	22	71.5	87.5
2001645	张钰艳	网络工程199	6.5	35.5	62	29	98
2001646	夏金云	网络工程199	43.5	34	90	46	34.5
2001647	赵秀建	网络工程199	57.5	57	63	70.5	74
2001648	朱成凤	网络工程199	33.5	61	61	48.5	62.5
2001649	赵自志	网络工程199	91	94	87	87.5	63
2001650	黄书	网络工程199	74.5	69	39	80.5	71
2001651	吴家	网络工程199	35.5	60	84	54.5	77
2001652	潘昱丽	网络工程199	58	46.5	46	79.5	65
2001653	魏璇达	网络工程199	43	49.5	96	54.5	56.5
2001654	张云	网络工程199	77.5	77.5	48.5	46	13
2001655	李巧	网络工程199	76.5	61.5	63	49.5	49.5
2001656	庄龙	网络工程199	52	97	97.5	70.5	83.5
2001657	赵羽华	网络工程199	68	95	96	81.5	78
2001658	李文	网络工程199	76.5	71.5	69	37.5	82.5
2001659	闫民君	网络工程199	42.5	36.5	78.5	80.5	72.5
2001660	蔡溢茜	网络工程199	79	34.5	60.5	37.5	38.5
2001661	刘佰佳	网络工程199	59.5	99	97.5	46.5	92.5
2001662	赵思	网络工程199	100	78.5	47.5	70.5	84
2001663	闫新琪	网络工程199	78.5	70	72	79.5	87.5
2001664	王泸	网络工程199	46	52.5	77.5	72	98
2001665	崔萌倩	网络工程199	61.5	74.5	46	30.5	34.5
2001666	杨婧聪	网络工程199	75	63	72	52	74
2001667	李欣男	网络工程199	94	53.5	83.5	71	62.5
2001668	张梓荣	网络工程199	50	87	88	88.5	63
2001669	管紫	网络工程199	43	70	29	58.5	71
2001670	徐华磊	网络工程199	59.5	61.5	76	71	77
2001671	徐鹏豪	网络工程199	83	50	70	74	65
2001672	赵丁娜	网络工程199	84	90	70.5	91	56.5
2001673	闫晓宸	网络工程199	70	53	82	65.5	13
2001674	相宇彤	网络工程199	85.5	72.5	62	48.5	49.5
2001675	杜先存	网络工程199	80.5	79.5	94.5	29	83.5
2001676	牛艳业	网络工程199	87	45	72.5	80.5	78
2001677	徐晓	网络工程199	60	39	73	97.5	82.5
2001678	李馨	网络工程1910	58.5	38	39	31.5	72.5
2001679	程世萌	网络工程1910	42.5	94	98	94.5	38.5
2001680	杜广	网络工程1910	50	53.5	71.5	49.5	92.5
2001681	卢丙	网络工程1910	100	70	39	65	84
2001682	季旭	网络工程1910	62	69	38	54.5	87.5
2001683	陈吉晓	网络工程1910	52.5	72	69	72	98
2001684	庞美雯	网络工程1910	75	78	73	72	34.5
2001685	姬林琪	网络工程1910	70	86.5	56	74	74
2001686	乔馨斐	网络工程1910	77	70.5	86.5	65	62.5
2001687	孟汶	网络工程1910	79	78	71.5	55.5	63
2001688	张正一	网络工程1910	85	73	56	78	71
2001689	王小	网络工程1910	35.5	45	71.5	63	77
2001690	邵妍洋	网络工程1910	68	73	22	98	65
2001691	许芸	网络工程1910	84.5	61	43.5	66	56.5
2001692	陈凯旭	网络工程1910	12.5	43.5	62	73	13
2001693	王民娟	网络工程1910	68.5	96.5	60.5	50	49.5
2001694	黄文凤	网络工程1910	78	39	64	88.5	83.5
2001695	李楠正	网络工程1910	60	96	39	73.5	78
2001696	许金静	网络工程1910	86	47	69	97	82.5
2001697	王祥青	网络工程1910	26.5	76	46	97.5	72.5
2001698	高凤	网络工程1910	76.5	87.5	80.5	75	38.5
2001699	徐孟	网络工程1910	18.5	79.5	79.5	41	92.5
2001700	李雪瑄	网络工程1910	92.5	70.5	71.5	70	84
2001701	周一	网络工程1910	46	62	29	81	87.5
2001702	袁明轲	网络工程1910	76.5	62	46	48.5	98
2001703	李帅丽	网络工程1910	50	70	70.5	47.5	34.5
2001704	魏震	网络工程1910	78.5	73	48.5	78	74
2001705	杨庆欣	网络工程1910	70.5	95	87.5	63	62.5
2001706	郑凯伟	网络工程1910	46.5	22	80.5	98	63
2001707	赵松芸	网络工程1910	35.5	62	54.5	67	71
2001708	张峻	网络工程1910	34	90	79.5	89	77
2001709	门圆欣	网络工程1910	57	63	54.5	66	65
2001710	高浩元	网络工程1910	61	61	46	89	56.5
2001711	宋悦	网络工程1910	94	87	49.5	82	13
2001712	黄颖	网络工程1910	69	39	70.5	55.5	49.5
2001713	李呈雨	网络工程1910	60	84	81.5	73	83.5
2001714	刘常月	网络工程1910	46.5	46	37.5	55.5	78
2001715	王春	网络工程1910	49.5	96	80.5	89	82.5
2001716	王钰	网络工程1910	77.5	48.5	37.5	72	72.5
2001717	刘一乐	网络工程1910	61.5	63	46.5	63	38.5
2001718	高书雨	网络工程1910	97	97.5	70.5	59	92.5
2001719	杨媛	网络工程1910	95	96	79.5	87.5	84
2001720	李晓英	网络工程1910	71.5	69	72	91	87.5
2001721	高振达	网络工程1910	36.5	78.5	30.5	75	98
2001722	王敏瑶	网络工程1910	34.5	60.5	52	73.5	34.5
2001723	陈换	网络工程1910	99	97.5	71	46.5	74
2001724	杨飞春	网络工程1910	78.5	47.5	88.5	55.5	62.5
2001725	窦晓瑞	网络工程1910	70	72	58.5	80	63
2001726	高麒文	网络工程1910	52.5	77.5	71	58	71
2001727	苏秀萌	网络工程1910	74.5	46	74	97	77
2001728	李子慧	信息安全191	63	72	91	90.5	65
2001729	王愉娇	信息安全191	53.5	83.5	65.5	83.5	56.5
2001730	吴耀梅	信息安全191	87	88	48.5	57	13
2001731	朱红	信息安全191	70	29	29	63	49.5
2001732	密政	信息安全191	61.5	76	80.5	89.5	83.5
2001733	马晓宇	信息安全191	50	70	97.5	99	78
2001734	张艺涛	信息安全191	90	70.5	31.5	92.5	82.5
2001735	陈锦	信息安全191	53	82	94.5	67.5	72.5
2001736	袁群婧	信息安全191	72.5	62	49.5	65.5	38.5
2001737	张鑫宇	信息安全191	79.5	94.5	65	42	92.5
2001738	王文	信息安全191	45	72.5	54.5	75	84
2001739	刘凯佳	信息安全191	39	73	72	82	87.5
2001740	张淑涵	信息安全191	38	39	72	74	98
2001741	蔡文梅	信息安全191	94	98	74	82	34.5
2001742	唐雪佩	信息安全191	53.5	71.5	65	40	74
2001743	韩文	信息安全191	70	39	55.5	65	62.5
2001744	张治丽	信息安全191	69	38	78	39.5	63
2001745	王金婷	信息安全191	72	69	63	73	71
2001746	庞文惠	信息安全191	78	73	98	56	77
2001747	朱云婷	信息安全191	86.5	56	66	47	65
2001748	张宇程	信息安全191	70.5	86.5	73	89	56.5
2001749	黄梦彤	信息安全191	78	71.5	50	76.5	13
2001750	吴文滨	信息安全191	73	56	88.5	100	49.5
2001751	王雪洋	信息安全191	45	71.5	73.5	17	83.5
2001752	王婷	信息安全191	73	22	97	63	78
2001753	王玉龙	信息安全191	61	43.5	97.5	90.5	82.5
2001754	朱承玺	信息安全191	43.5	62	75	66.5	72.5
2001755	李钲	信息安全191	96.5	60.5	41	74	38.5
2001756	顾璇超	信息安全191	39	64	70	74	92.5
2001757	王睿龙	信息安全191	96	39	81	82	84
2001758	徐辉	信息安全191	47	69	48.5	90.5	87.5
2001759	张小	信息安全191	76	46	47.5	68	98
2001760	郑晓君	信息安全191	87.5	80.5	78	99	34.5
2001761	闫雪东	信息安全191	79.5	79.5	63	42	74
2001762	王崇君	信息安全191	70.5	71.5	98	86.5	62.5
2001763	张郡丽	信息安全191	62	29	67	94	63
2001764	王锦	信息安全191	62	46	89	75	71
2001765	袁照雪	信息安全191	70	70.5	66	86	77
2001766	王敏娇	信息安全191	73	48.5	89	90.5	65
2001767	马雨如	信息安全191	95	87.5	82	93	56.5
2001768	翟慧萱	信息安全191	22	80.5	55.5	52	13
2001769	孙养婷	信息安全191	62	54.5	73	31.5	49.5
2001770	郭建	信息安全191	90	79.5	55.5	56	83.5
2001771	孙梦丹	信息安全191	63	54.5	89	72.5	78
2001772	谢春雪	信息安全191	61	46	72	65	82.5
2001773	南孜慧	信息安全191	87	49.5	63	67.5	72.5
2001774	伊文	信息安全191	39	70.5	59	64	38.5
2001775	邵燕雯	信息安全191	84	81.5	87.5	83.5	92.5
2001776	吕舒	信息安全191	46	37.5	91	91.5	84
2001777	马庆迪	信息安全191	96	80.5	75	100	87.5
2001778	吴曦顺	信息安全192	48.5	37.5	73.5	77.5	98
2001779	朱树雨	信息安全192	63	46.5	46.5	58.5	34.5
2001780	郝贞楠	信息安全192	97.5	70.5	55.5	57	74
2001781	晁雯瑶	信息安全192	96	79.5	80	91	62.5
2001782	李文浩	信息安全192	69	72	58	82	63
2001783	张文环	信息安全192	78.5	30.5	97	23.5	71
2001784	葛妍伟	信息安全192	60.5	52	90.5	90	77
2001785	许文飞	信息安全192	97.5	71	83.5	51	65
2001786	符明悦	信息安全192	47.5	88.5	57	74	56.5
2001787	李思阳	信息安全192	72	58.5	63	66.5	13
2001788	王子安	信息安全192	77.5	71	89.5	82.5	49.5
2001789	韩晓淇	信息安全192	46	74	99	52	83.5
2001790	夏晨	信息安全192	72	91	92.5	72	78
2001791	薛爱美	信息安全192	83.5	65.5	67.5	66.5	82.5
2001792	马燕兵	信息安全192	88	48.5	65.5	64	72.5
2001793	孔浩磊	信息安全192	29	29	42	82.5	38.5
2001794	谢铭攀	信息安全192	76	80.5	75	42	92.5
2001795	郑晓坤	信息安全192	70	97.5	82	90.5	84
2001796	卞超洁	信息安全192	70.5	31.5	74	58	87.5
2001797	李庆晓	信息安全192	82	94.5	82	57	98
2001798	张发合	信息安全192	62	49.5	40	99	34.5
2001799	王昕	信息安全192	94.5	65	65	99.5	74
2001800	陈甜晨	信息安全192	72.5	54.5	39.5	67.5	62.5
2001801	孙汝	信息安全192	73	72	73	42.5	63
2001802	张淑颖	信息安全192	39	72	56	66	71
2001803	刘尊	信息安全192	98	74	47	66.5	77
2001804	丁升玲	信息安全192	71.5	65	89	82.5	65
2001805	王心振	信息安全192	39	55.5	76.5	41	56.5
2001806	蔺凤霞	信息安全192	38	78	100	74	13
2001807	赵廷焱	信息安全192	69	63	17	48.5	49.5
2001808	陆国	信息安全192	73	98	63	82	83.5
2001809	高昕蓉	信息安全192	56	66	90.5	65	78
2001810	贺阳伟	信息安全192	86.5	73	66.5	93	82.5
2001811	公耀	信息安全192	71.5	50	74	68	72.5
2001812	王筱	信息安全192	56	88.5	74	93	38.5
2001813	梁莹芳	信息安全192	71.5	73.5	82	67.5	92.5
2001814	马振璇	信息安全192	22	97	90.5	39.5	84
2001815	闵敏	信息安全192	43.5	97.5	68	72	87.5
2001816	孙志遥	信息安全192	62	75	99	100	98
2001817	孙育	信息安全192	60.5	41	42	84	34.5
2001818	邱彤琦	信息安全192	64	70	86.5	91.5	74
2001819	王丕英	信息安全192	39	81	94	62	62.5
2001820	李雯	信息安全192	69	48.5	75	100	63
2001821	李传莹	信息安全192	46	47.5	86	87	71
2001822	房慧芹	信息安全192	80.5	78	90.5	43.5	77
2001823	王晓	信息安全192	79.5	63	93	83.5	65
2001824	崔冠男	信息安全192	71.5	98	52	42.5	56.5
2001825	李瑜雨	信息安全192	29	67	31.5	83.5	13
2001826	袁伟晗	信息安全192	46	89	56	25	49.5
2001827	李迪帅	信息安全192	70.5	66	72.5	75	83.5
2001828	吴敏琪	信息安全193	48.5	89	65	77.5	78
2001829	尹麒文	信息安全193	87.5	82	67.5	25	82.5
2001830	杨成明	信息安全193	80.5	55.5	64	49	72.5
2001831	赵海洁	信息安全193	54.5	73	83.5	60.5	38.5
2001832	李金雨	信息安全193	79.5	55.5	91.5	83	92.5
2001833	刘宝玲	信息安全193	54.5	89	100	67.5	84
2001834	宋霞清	信息安全193	46	72	77.5	83	87.5
2001835	陈欣	信息安全193	49.5	63	58.5	83.5	98
2001836	于祥	信息安全193	70.5	59	57	61	34.5
2001837	臧博丽	信息安全193	81.5	87.5	91	42	74
2001838	杨晴	信息安全193	37.5	91	82	90.5	62.5
2001839	刘宝莹	信息安全193	80.5	75	23.5	69	63
2001840	滕兴荣	信息安全193	37.5	73.5	90	77.5	71
2001841	田西鑫	信息安全193	46.5	46.5	51	43.5	77
2001842	李新	信息安全193	70.5	55.5	74	21	65
2001843	刘亚	信息安全193	79.5	80	66.5	38.5	56.5
2001844	王世樾	信息安全193	72	58	82.5	82.5	13
2001845	巩峻君	信息安全193	30.5	97	52	66.5	49.5
2001846	凌宁	信息安全193	52	90.5	72	24	83.5
2001847	魏磊倩	信息安全193	71	83.5	66.5	91	78
2001848	李艺	信息安全193	88.5	57	64	70	82.5
2001849	化源1	信息安全193	58.5	63	82.5	76.5	72.5
2001850	刘庆	信息安全193	71	89.5	42	61	38.5
2001851	朱伟	信息安全193	74	99	90.5	65	92.5
2001852	孙静淑	信息安全193	91	92.5	58	48	84
2001853	王译秋	信息安全193	65.5	67.5	57	39.5	87.5
2001854	刘千	信息安全193	48.5	65.5	99	43.5	98
2001855	文孔	信息安全193	29	42	99.5	83.5	34.5
2001856	付小萍	信息安全193	80.5	75	67.5	93	74
2001857	宋云英	信息安全193	97.5	82	42.5	25	62.5
2001858	朱萍	信息安全193	31.5	74	66	67	63
2001859	徐自云	信息安全193	94.5	82	66.5	45	71
2001860	臧心云	信息安全193	49.5	40	82.5	59	77
2001861	孙静	信息安全193	65	65	41	24	65
2001862	王艳凤	信息安全193	54.5	39.5	74	83.5	56.5
2001863	伏一声	信息安全193	72	73	48.5	50.5	13
2001864	姜凤格	信息安全193	72	56	82	51	49.5
2001865	肖太	信息安全193	74	47	65	17	83.5
2001866	陈炳梅	信息安全193	65	89	93	81	78
2001867	王奕龙	信息安全193	55.5	76.5	68	43.5	82.5
2001868	张万浸	信息安全193	78	100	93	48.5	72.5
2001869	朱仲宇	信息安全193	63	17	67.5	59	38.5
2001870	李玉	信息安全193	98	63	39.5	78	92.5
2001871	房慧如	信息安全193	66	90.5	72	86.5	84
2001872	杜婷文	信息安全193	73	66.5	100	69	87.5
2001873	白筱	信息安全193	50	74	84	94	98
2001874	徐阳	信息安全193	88.5	74	91.5	68.5	34.5
2001875	王金轩	信息安全193	73.5	82	62	77	74
2001876	杨锦祥	信息安全193	97	90.5	100	68	62.5
2001877	郁子	信息安全193	97.5	68	87	93	63
2001878	李素燕	信息安全194	75	99	43.5	84.5	71
2001879	齐继	信息安全194	41	42	83.5	84.5	77
2001880	邵晓祺	信息安全194	70	86.5	42.5	42.5	65
2001881	闫龙鸣	信息安全194	81	94	83.5	17	56.5
2001882	武靖	信息安全194	48.5	75	25	70	13
2001883	于妮	信息安全194	47.5	86	75	62	49.5
2001884	冯玲慧	信息安全194	78	90.5	77.5	84	83.5
2001885	从威	信息安全194	63	93	25	85.5	78
2001886	张婕迪	信息安全194	98	52	49	78.5	82.5
2001887	邸桐洁	信息安全194	67	31.5	60.5	53	72.5
2001888	刘晓浓	信息安全194	89	56	83	74.5	38.5
2001889	刘永森	信息安全194	66	72.5	67.5	43	92.5
2001890	张超婷	信息安全194	89	65	83	58	84
2001891	葛颖正	信息安全194	82	67.5	83.5	51	87.5
2001892	马新真	信息安全194	55.5	64	61	74.5	98
2001893	周春航	信息安全194	73	83.5	42	25	34.5
2001894	赵笑宁	信息安全194	55.5	91.5	90.5	69	74
2001895	邱洁侠	信息安全194	89	100	69	92	62.5
2001896	李婉倩	信息安全194	72	77.5	77.5	35	63
2001897	徐依	信息安全194	63	58.5	43.5	75	71
2001898	颜珠	信息安全194	59	57	21	84.5	77
2001899	史明	信息安全194	87.5	91	38.5	28	65
2001900	彭慧彤	信息安全194	91	82	82.5	76	56.5
2001901	庄梦航	信息安全194	75	23.5	66.5	85.5	13
2001902	罗文玉	信息安全194	73.5	90	24	67.5	49.5
2001903	杨蕊	信息安全194	46.5	51	91	43	83.5
2001904	孙梦	信息安全194	55.5	74	70	42.5	78
2001905	朱玉	信息安全194	80	66.5	76.5	42.5	82.5
2001906	崔爱菡	信息安全194	58	82.5	61	95.5	72.5
2001907	李瑞正	信息安全194	97	52	65	29	38.5
2001908	刘祥	信息安全194	90.5	72	48	17	92.5
2001909	史子	信息安全194	83.5	66.5	39.5	100	84
